,q17a,q17b,q17c,q18b,q18c,q18g,age18,q20a,q20b,q20c,q21a,q21b,q21c,q22a,q22b,q22c,q22d1,q22d2,q22f,q23c,q24a,q24b,q24c,q24d,q25
2771,1,1,1,1,1,1984,26,5,4,5,3,2,1,7,9,1,2,0,0,2,4,4,4,4,4
2772,1,1,1,1,1,1992,18,5,5,5,2,3,4,1,1,0,3,1,0,1,4,4,3,4,4
2773,1,1,1,2,1,1986,24,1,2,1,2,2,1,5,8,1,4,4,0,3,4,3,3,3,3
2774,1,1,1,2,4,1982,28,4,3,2,1,2,1,3,1,0,2,-1,0,2,4,4,3,3,3
2775,1,1,4,2,3,1989,21,3,2,3,2,2,1,3,1,1,1,-1,0,2,3,3,3,3,3
2776,1,1,4,1,1,1961,49,5,5,5,1,2,1,7,8,0,0,0,0,1,4,2,3,4,4
2777,1,1,1,1,1,99,-1,5,5,5,6,2,1,2,2,0,-1,-1,-1,1,-1,-1,-1,3,5
2778,1,1,4,2,5,1992,18,1,1,1,-1,-1,4,1,-1,0,1,5,0,1,2,4,3,2,3
2779,1,1,4,1,1,1959,51,5,4,4,4,2,1,7,12,1,0,0,1,1,4,4,3,3,4
2780,1,1,4,2,2,1980,30,1,3,1,4,2,1,3,10,1,0,2,0,1,3,3,3,3,3
2781,1,1,1,2,2,1963,47,1,2,1,1,2,1,7,10,0,-1,-1,0,1,3,3,2,3,4
2782,1,1,1,1,1,1987,23,5,5,5,1,2,1,4,7,1,0,0,0,2,4,3,2,2,4
2783,1,0,4,2,3,1974,36,1,3,3,1,3,1,3,10,1,1,-1,0,2,4,4,4,4,3
2784,0,0,1,1,1,1972,38,5,4,4,4,4,1,5,9,0,3,-1,-1,1,-1,-1,-1,-1,3
2785,1,1,4,2,2,1980,30,1,2,1,2,2,1,3,8,1,0,0,0,1,2,2,3,3,2
2786,0,1,1,2,2,1976,34,1,2,1,3,2,1,3,8,1,1,1,0,1,4,4,4,4,3
2787,1,1,4,2,4,1983,27,2,2,2,2,2,1,5,1,0,0,0,0,1,1,2,2,2,2
2788,1,1,2,2,5,1971,39,1,2,2,1,3,1,7,10,1,0,0,0,3,3,3,3,3,4
2789,1,1,1,1,3,1972,38,4,4,3,3,2,1,7,10,1,1,0,0,1,4,4,4,4,5
2790,1,1,4,2,2,1988,22,1,1,1,1,2,1,3,11,0,3,1,0,1,3,3,4,4,4
2791,1,1,1,1,8,1988,22,-1,4,4,2,2,1,2,1,0,2,0,0,1,4,4,4,4,4
2792,1,1,1,1,1,1975,35,4,4,4,2,4,1,7,11,1,1,0,0,1,4,4,4,4,4
2793,1,1,1,2,3,1979,31,1,4,3,1,3,1,7,10,0,1,0,0,1,3,3,3,4,3
2794,1,0,4,1,5,1989,21,4,4,5,1,2,1,3,1,0,1,0,0,1,3,4,4,4,5
2795,1,0,1,2,3,1986,24,4,4,3,1,2,1,5,3,0,2,0,0,1,4,4,4,4,4
2796,0,1,1,1,1,1970,40,4,4,4,5,5,1,5,9,1,-1,-1,1,1,3,3,3,3,4
2797,-1,-1,-1,-1,3,1985,25,3,2,3,6,2,1,1,1,0,-1,-1,0,-1,1,1,1,1,5
2798,1,1,1,1,1,1979,31,5,4,5,2,4,-1,-1,-1,-1,2,-1,1,1,4,4,4,4,3
2799,1,1,3,1,1,1983,27,5,4,5,2,2,1,3,9,1,1,-1,0,1,4,4,3,3,3
2800,0,0,3,1,1,1988,22,5,3,5,1,2,1,3,5,0,1,0,-1,1,4,4,4,4,5
2801,1,0,4,1,1,1987,23,4,4,4,1,2,4,2,5,0,-1,-1,0,2,2,-1,2,2,3
2802,1,1,4,1,1,1990,20,5,5,5,2,2,1,3,-1,0,4,-1,0,1,2,2,3,1,4
2803,1,1,1,2,8,1991,19,6,6,5,2,4,3,2,1,-1,1,1,-1,2,-1,-1,-1,-1,3
2804,1,1,1,1,1,1962,48,5,4,5,1,2,1,7,12,1,2,0,-1,-1,4,4,4,4,5
2805,1,1,3,1,3,1995,15,6,6,5,4,4,3,1,-1,1,4,6,-1,1,2,3,3,2,4
2806,0,0,1,1,1,1976,34,5,4,5,2,3,1,5,11,0,1,-1,0,1,4,4,4,-1,5
2807,1,1,1,1,1,1960,50,5,4,4,2,2,1,3,8,0,1,-1,0,3,4,2,2,3,3
2808,1,1,1,1,1,1980,30,5,4,3,1,1,1,3,10,1,0,0,0,1,4,4,4,4,5
2809,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2810,1,1,1,1,1,1982,28,5,4,5,2,3,1,3,10,1,-1,-1,0,1,4,4,4,4,4
2811,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2812,1,1,1,1,1,1992,18,5,4,5,1,4,4,1,1,0,2,3,0,3,2,4,2,2,3
2813,1,1,4,2,8,1981,29,5,5,2,1,2,1,4,10,1,1,-1,1,1,4,4,4,4,4
2814,1,1,4,1,7,1934,76,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2815,1,1,3,2,-1,-1,-1,-1,-1,4,-1,2,1,2,2,-1,1,-1,0,1,3,3,3,3,3
2816,1,1,1,1,7,1977,33,5,4,5,1,2,1,5,9,1,2,-1,0,3,2,2,3,3,3
2817,1,1,4,-1,12,1963,47,6,5,5,2,2,1,4,-1,0,1,-1,0,1,3,3,3,3,5
2818,1,1,1,1,3,1963,47,5,4,4,3,2,1,2,3,0,-1,-1,0,1,3,4,4,4,3
2819,1,1,1,2,8,1955,55,5,5,3,2,2,1,6,12,1,2,-1,0,1,4,4,4,4,5
2820,1,1,2,2,3,-1,-1,1,1,3,6,4,4,2,4,-1,2,-1,0,-1,-1,-1,-1,-1,3
2821,1,1,1,1,1,1961,49,5,5,5,1,2,1,5,10,1,-1,-1,1,1,4,4,4,4,2
2822,1,1,1,1,1,1979,31,5,5,5,2,2,1,5,6,0,0,0,0,1,2,2,2,2,2
2823,1,1,1,1,1,1965,45,5,4,-1,-1,-1,-1,-1,-1,-1,1,-1,0,1,2,2,2,2,4
2824,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2825,1,1,1,2,3,1969,41,4,3,2,1,4,3,7,10,1,0,0,0,1,4,4,4,4,4
2826,1,1,1,2,2,1950,60,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2827,0,1,1,1,3,1980,30,4,3,3,2,2,1,5,8,0,-1,-1,0,1,-1,-1,-1,-1,5
2828,1,1,-1,2,7,1991,19,1,1,1,-1,3,1,2,-1,0,2,-1,0,2,3,4,4,4,3
2829,1,1,1,1,1,1965,45,5,4,5,1,2,1,3,9,0,-1,-1,0,3,4,4,4,4,4
2830,-1,-1,-1,-1,3,1963,47,4,4,2,-1,-1,1,3,7,0,-1,-1,0,3,4,4,4,4,3
2831,1,1,4,2,2,1955,55,1,1,1,3,2,-1,2,9,0,2,-1,-1,2,4,2,2,3,3
2832,0,0,1,1,1,1988,22,5,5,5,1,4,1,2,9,0,4,0,0,1,2,4,4,4,5
2833,1,1,2,1,7,1960,50,5,5,5,1,3,1,6,6,1,1,-1,0,1,3,4,2,2,3
2834,1,1,1,1,1,1964,46,5,4,5,2,2,1,3,10,1,1,0,0,1,4,4,4,4,3
2835,1,1,1,2,6,1980,30,4,5,4,1,2,1,7,9,1,-1,-1,-1,2,3,3,3,3,3
2836,1,1,1,1,1,1990,20,5,5,5,2,3,1,2,1,0,1,1,-1,1,2,4,3,3,4
2837,0,0,1,2,2,1985,25,1,2,1,2,2,1,5,9,0,1,0,0,-1,4,4,4,4,5
2838,1,1,1,1,12,1971,39,6,5,5,1,-1,1,3,8,1,1,0,0,1,4,2,2,4,5
2839,1,0,2,1,1,1965,45,5,5,5,2,4,1,3,10,1,0,0,0,1,3,3,3,3,3
2840,1,1,1,1,12,1987,23,5,5,5,2,2,1,5,10,1,1,0,0,-1,4,4,4,4,5
2841,0,0,4,1,1,1979,31,5,5,5,1,-1,2,7,7,0,1,-1,0,1,4,4,4,4,5
2842,1,1,1,1,6,1926,84,-1,-1,5,2,2,1,4,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2843,1,1,1,2,2,1955,55,6,2,1,2,2,1,7,11,1,-1,-1,-1,1,4,3,3,4,4
2844,1,1,4,2,5,1982,28,1,2,1,2,2,1,7,7,0,1,-1,0,2,4,2,2,2,4
2845,1,0,4,1,6,1969,41,5,5,5,2,2,1,3,8,0,3,-1,0,2,2,2,2,2,2
2846,1,1,1,1,1,-1,-1,5,4,5,1,2,1,5,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2847,-1,-1,-1,-1,1,1972,38,4,2,2,1,2,1,3,4,1,1,-1,0,1,2,2,2,2,3
2848,1,1,3,1,4,1985,25,1,2,2,2,4,3,1,1,0,-1,-1,-1,2,-1,-1,-1,-1,-1
2849,1,1,1,1,8,1984,26,4,4,4,1,2,1,2,1,0,1,-1,0,1,4,4,3,3,5
2850,0,0,1,1,7,1986,24,4,4,4,6,2,1,2,1,0,2,1,0,2,2,3,2,4,5
2851,1,1,1,2,2,1970,40,1,1,1,1,2,1,3,8,0,1,-1,0,2,4,4,4,4,3
2852,1,1,-1,2,2,1988,22,1,3,1,2,2,1,2,-1,0,2,1,0,1,4,4,4,-1,5
2853,0,0,4,1,1,1985,25,5,5,5,1,2,1,6,1,0,2,-1,0,3,2,2,2,2,2
2854,-1,-1,-1,2,1,-1,-1,4,-1,2,2,4,3,2,1,0,-1,-1,0,-1,1,3,3,3,3
2855,1,1,1,2,2,1967,43,1,1,1,1,2,1,2,7,0,3,-1,0,1,4,4,4,4,3
2856,-1,-1,-1,2,2,1943,67,-1,1,1,5,-1,1,-1,4,0,1,0,0,-1,4,3,3,3,2
2857,1,1,4,2,2,1963,47,1,2,1,2,3,1,7,12,1,1,-1,0,-1,4,4,4,4,4
2858,1,1,1,2,2,1968,42,1,2,1,2,4,1,4,9,1,2,1,0,3,4,4,4,4,4
2859,1,1,3,1,1,1992,18,4,5,5,6,-1,3,2,1,0,-1,-1,0,1,4,4,4,4,5
2860,0,0,1,2,2,1990,20,1,1,1,1,3,1,3,5,0,1,0,0,1,4,4,4,4,3
2861,1,1,1,1,9,1986,24,1,1,1,2,1,3,1,2,-1,-1,-1,-1,1,-1,-1,-1,-1,1
2862,0,1,2,2,12,1989,21,1,1,2,3,1,3,2,2,0,-1,-1,-1,1,1,2,3,2,3
2863,1,1,1,2,7,1986,24,1,4,3,2,2,1,5,9,1,4,6,0,1,4,4,4,4,4
2864,0,1,4,2,2,1971,39,1,2,1,3,2,1,5,7,0,0,0,0,1,2,2,2,2,4
2865,1,1,1,1,1,1963,47,5,5,5,3,2,1,2,8,0,2,-1,0,1,1,2,2,1,3
2866,1,1,1,1,1,1968,42,5,5,5,2,2,1,5,1,0,1,-1,0,1,4,4,3,3,4
2867,1,1,2,1,1,1974,36,1,2,2,1,1,5,-1,1,0,-1,-1,-1,1,1,1,1,1,2
2868,0,1,1,1,1,1987,23,5,5,5,6,1,1,2,7,0,2,-1,0,1,4,4,4,4,4
2869,1,1,1,1,1,1981,29,5,4,5,1,2,1,5,11,1,-1,-1,-1,1,4,4,4,4,5
2870,1,1,1,1,7,1981,29,5,4,5,3,2,1,5,10,1,0,0,0,1,3,3,3,3,3
2871,0,0,3,2,4,1985,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,3,1,3,2
2872,0,0,-1,-1,1,-1,-1,1,1,1,1,3,1,1,1,-1,-1,-1,0,1,4,4,4,4,4
2873,0,1,1,2,11,1976,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2874,-1,-1,-1,-1,3,1974,36,5,4,4,6,4,3,2,8,0,2,-1,0,1,-1,-1,-1,4,4
2875,1,1,1,1,1,1988,22,-1,-1,-1,4,2,1,3,11,1,1,1,0,1,4,4,4,4,5
2876,1,1,1,1,8,1988,22,4,3,3,6,4,3,2,10,0,2,-1,-1,1,3,3,4,4,5
2877,1,0,2,3,1,1991,19,3,2,-1,5,1,1,6,8,0,1,-1,-1,2,-1,-1,2,2,3
2878,1,1,1,1,8,1983,27,-1,5,-1,1,2,1,4,1,0,1,-1,0,1,4,4,4,4,5
2879,1,1,1,2,8,1982,28,5,5,5,3,2,1,2,3,0,0,0,0,2,2,4,4,4,4
2880,1,0,2,2,1,1993,17,1,1,1,4,1,2,2,2,-1,-1,-1,0,2,-1,-1,-1,-1,-1
2881,-1,-1,-1,-1,8,1952,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
2882,1,1,1,1,1,1989,21,4,3,5,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2883,0,1,2,1,8,1988,22,4,2,3,3,1,2,2,1,0,8,-1,0,2,-1,-1,-1,-1,3
2884,-1,-1,-1,-1,2,1980,30,1,1,1,4,2,1,5,11,1,2,1,0,1,-1,-1,-1,-1,-1
2885,-1,-1,-1,-1,2,1981,29,1,1,1,4,2,1,5,11,1,2,1,0,1,-1,-1,-1,-1,5
2886,1,1,1,2,-1,1979,31,5,5,5,2,2,1,5,11,1,3,3,0,2,3,4,4,4,5
2887,1,1,1,1,3,1979,31,4,4,3,2,2,1,3,7,1,1,-1,1,1,-1,-1,-1,-1,3
2888,1,1,1,2,8,1985,25,5,5,1,1,2,1,5,10,1,1,-1,0,1,4,4,4,4,4
2889,1,-1,3,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,3
2890,1,1,1,1,1,1979,31,5,4,5,1,2,1,5,12,1,-1,-1,0,2,4,2,2,2,4
2891,1,1,1,2,8,1977,33,5,4,4,2,2,1,7,10,1,1,2,0,1,4,4,4,4,5
2892,1,1,1,2,8,1973,37,2,5,4,2,2,1,5,10,0,1,2,0,1,4,4,4,4,4
2893,1,1,1,2,8,1975,35,5,5,5,2,2,1,4,10,1,-1,5,0,3,4,4,4,4,4
2894,1,1,1,2,8,1977,33,5,5,5,2,2,1,3,1,0,1,2,0,1,2,3,2,1,3
2895,1,1,2,1,1,1991,19,1,4,5,4,4,1,2,2,0,1,-1,0,1,2,2,2,2,5
2896,1,1,3,1,4,1985,25,6,6,1,2,1,1,6,9,1,2,-1,0,2,1,1,1,1,3
2897,1,1,1,2,2,1960,50,6,2,1,1,2,1,2,3,0,-1,-1,0,3,3,3,3,3,4
2898,1,1,1,1,8,-1,-1,1,1,1,2,2,1,3,-1,-1,-1,-1,1,1,-1,-1,-1,-1,5
2899,1,1,1,1,3,1971,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,3,4,4,4,5
2900,1,1,1,2,2,1966,44,1,3,1,2,3,1,6,7,0,1,-1,0,1,4,4,4,4,2
2901,1,1,1,1,3,1972,38,4,4,4,2,2,1,5,10,1,1,0,0,1,4,4,4,4,5
2902,1,1,1,1,3,1987,23,3,3,4,1,1,3,2,7,0,3,1,-1,3,2,1,2,4,5
2903,1,1,1,1,2,1984,26,1,1,1,1,1,-1,1,1,0,-1,-1,-1,2,1,-1,-1,-1,3
2904,1,1,1,2,2,1969,41,3,2,1,1,2,1,4,8,-1,3,-1,0,2,4,4,4,4,5
2905,0,0,1,2,2,1987,23,1,1,1,3,4,3,2,11,0,1,0,0,1,3,3,3,3,4
2906,1,1,4,2,8,1993,17,6,6,5,6,4,1,-1,12,0,-1,-1,-1,1,4,4,4,4,3
2907,1,1,1,2,2,1972,38,1,1,1,5,2,1,2,1,1,1,2,0,3,3,3,2,3,4
2908,0,0,-1,3,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2909,1,1,1,2,3,1987,23,3,4,3,2,4,3,3,3,0,2,0,0,2,2,1,1,1,3
2910,-1,-1,-1,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2911,1,1,1,1,1,1989,21,5,5,5,6,2,1,3,8,1,-1,-1,0,1,1,1,1,1,4
2912,1,1,2,2,1,1977,33,5,5,5,1,1,1,-1,10,1,1,-1,0,3,2,3,2,3,4
2913,1,1,4,1,6,1965,45,5,5,5,6,4,1,2,8,0,3,-1,0,1,4,4,4,4,3
2914,1,1,1,1,1,1984,26,5,4,4,2,2,2,4,9,1,1,-1,0,3,3,3,3,3,4
2915,1,1,2,2,7,-1,-1,5,5,4,6,2,1,3,7,0,-1,-1,-1,-1,1,-1,-1,-1,4
2916,1,0,4,1,3,1987,23,4,3,3,2,2,1,3,2,0,1,-1,0,3,2,2,2,2,4
2917,1,1,1,1,1,1980,30,5,4,5,1,2,1,5,11,0,2,-1,0,3,4,4,3,3,4
2918,1,1,1,1,1,1977,33,6,4,4,3,4,1,5,11,1,1,-1,0,2,3,2,2,3,3
2919,-1,-1,3,1,1,1977,33,1,1,1,1,2,1,4,9,0,2,-1,0,-1,2,2,2,2,3
2920,1,0,1,1,1,1964,46,4,3,1,2,2,1,3,5,0,2,-1,0,-1,2,2,2,2,4
2921,1,0,2,3,8,-1,-1,2,2,3,1,4,3,3,7,-1,3,1,0,1,2,3,2,4,5
2922,0,0,3,1,1,1969,41,5,4,5,2,2,1,3,12,1,-1,-1,0,3,3,3,3,3,4
2923,1,1,1,1,1,1975,35,2,4,4,3,2,1,5,9,1,1,-1,-1,3,4,4,4,4,3
2924,1,1,2,1,1,1974,36,5,5,5,1,2,1,3,8,0,2,-1,0,1,3,3,3,3,4
2925,1,1,1,1,1,1981,29,5,5,5,6,2,1,5,8,0,8,0,0,3,3,2,3,3,4
2926,1,1,-1,2,-1,1969,41,1,1,1,2,2,1,3,10,1,2,-1,1,1,4,4,4,4,4
2927,1,1,-1,2,8,1973,37,5,5,5,2,3,1,-1,9,1,2,-1,0,1,2,2,2,2,3
2928,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3,3,1,2,4,-1,1,-1,0,1,2,2,2,2,5
2929,1,0,1,1,3,1984,26,2,2,2,4,2,1,3,8,1,0,0,0,1,2,2,2,2,3
2930,1,0,2,1,1,1986,24,5,4,5,6,4,-1,7,9,1,1,0,0,1,2,2,2,2,3
2931,1,1,2,2,3,-1,-1,3,4,4,2,1,3,1,1,0,-1,-1,0,1,4,4,4,4,3
2932,1,1,3,1,1,1980,30,4,4,4,1,4,1,5,10,1,0,0,0,1,3,3,3,1,3
2933,1,1,4,2,2,1984,26,1,2,1,2,1,1,1,6,0,2,1,0,1,4,3,2,2,4
2934,1,1,1,1,1,1959,51,5,5,4,2,2,1,4,12,1,2,0,0,1,4,2,2,3,-1
2935,1,1,-1,3,8,1969,41,5,5,5,5,2,1,3,2,1,1,1,-1,1,2,2,2,2,3
2936,1,1,1,1,4,1964,46,5,5,5,1,2,1,5,12,1,0,0,0,1,2,2,2,2,3
2937,1,1,4,2,1,1965,45,5,5,4,1,5,3,2,10,0,0,0,0,2,2,2,4,4,5
2938,1,1,2,2,5,1987,23,4,3,1,2,2,1,2,4,0,-1,-1,1,2,1,-1,-1,-1,3
2939,1,1,1,1,1,1978,32,5,5,4,3,4,1,7,12,1,2,-1,0,2,4,4,4,4,4
2940,1,1,1,2,2,1969,41,6,2,1,2,4,3,6,9,1,1,1,0,1,4,4,4,4,4
2941,1,1,1,1,1,1979,31,5,4,5,1,2,1,3,11,1,1,-1,0,2,3,2,2,3,4
2942,1,1,3,1,8,99,-1,4,4,4,3,-1,1,3,8,0,2,-1,0,3,3,3,3,3,4
2943,1,1,4,1,3,1983,27,4,2,3,1,2,1,7,10,1,-1,-1,0,1,1,4,4,4,5
2944,1,1,1,2,2,1971,39,1,1,1,5,3,1,4,9,1,1,0,0,1,3,3,3,3,4
2945,1,1,1,2,2,1973,37,1,3,1,2,2,1,3,9,1,0,0,0,1,1,4,4,4,5
2946,1,1,1,2,2,1965,45,1,1,1,3,2,1,2,8,1,2,-1,0,1,3,3,3,3,4
2947,1,1,4,2,3,1989,21,4,4,3,3,4,3,2,2,0,1,1,0,1,4,4,-1,4,5
2948,0,1,1,1,1,1986,24,5,4,5,1,2,1,3,11,0,3,2,0,1,4,3,2,2,4
2949,1,1,2,1,3,1983,27,4,1,2,2,1,1,5,1,0,1,0,-1,1,2,-1,3,4,5
2950,1,1,1,1,1,1971,39,5,5,5,3,1,1,2,8,1,2,-1,0,1,3,3,3,3,5
2951,1,1,1,2,8,1977,33,-1,-1,-1,3,2,1,5,12,1,-1,0,0,1,3,3,3,3,5
2952,1,1,-1,2,8,1977,33,5,5,5,2,2,1,5,11,1,1,-1,0,1,4,4,4,4,5
2953,1,1,4,2,8,1974,36,5,5,5,2,2,1,7,9,1,0,0,0,1,4,3,3,4,4
2954,1,1,1,1,1,1955,55,5,5,5,1,2,1,1,7,-1,1,0,0,1,2,2,2,2,3
2955,0,0,1,1,1,1986,24,2,1,2,2,2,1,2,2,1,2,-1,-1,1,2,1,2,2,2
2956,1,0,-1,1,1,1976,34,5,4,4,4,3,1,2,8,0,-1,-1,0,3,4,4,4,4,5
2958,0,0,2,2,9,1982,28,1,2,1,3,2,1,3,1,0,3,-1,0,1,2,2,2,2,2
2959,1,1,2,2,5,-1,-1,2,2,1,4,4,2,2,3,0,1,1,-1,2,1,2,1,1,2
2960,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2961,-1,-1,2,1,5,1975,35,4,4,4,6,2,3,2,2,-1,0,0,0,1,1,1,1,1,5
2962,1,0,3,2,1,1985,25,2,1,1,1,1,1,1,1,0,0,-1,1,-1,-1,2,2,2,3
2963,1,1,1,1,1,1981,29,5,5,5,2,2,1,4,8,1,4,-1,0,3,4,4,4,3,5
2964,0,0,-1,2,8,1984,26,5,5,5,2,2,1,2,11,0,1,-1,0,1,4,4,4,4,5
2965,0,0,1,2,5,1984,26,1,1,1,1,4,1,3,6,0,-1,-1,0,1,4,4,4,4,5
2966,1,1,3,1,1,1968,42,5,5,5,6,2,1,3,7,1,1,0,0,2,2,1,2,1,4
2967,1,1,1,2,3,1989,21,6,6,3,6,2,1,2,1,1,5,1,0,1,3,3,3,3,5
2968,1,1,4,2,3,1976,34,5,5,3,2,2,1,7,12,1,1,-1,0,1,4,4,4,4,3
2969,1,1,1,1,7,1964,46,5,5,5,3,2,1,3,9,1,0,0,0,1,4,4,4,4,4
2970,1,1,1,2,2,1989,21,5,5,4,1,2,1,-1,-1,0,0,0,0,2,3,3,3,3,3
2971,0,1,1,2,2,1969,41,1,3,1,1,2,1,5,8,0,-1,-1,0,3,2,2,2,3,4
2972,1,1,4,1,1,1984,26,4,4,4,5,4,3,-1,8,0,1,0,0,1,1,4,4,4,3
2973,1,1,1,1,1,1990,20,5,5,5,6,2,1,2,1,0,2,6,-1,1,3,3,4,3,3
2974,1,1,1,1,1,1977,33,5,4,5,2,2,1,7,10,1,1,-1,0,1,4,4,4,4,4
2975,1,1,1,2,12,1977,33,1,1,1,2,4,3,5,9,0,2,-1,0,3,4,4,3,4,4
2976,0,0,1,1,1,1976,34,5,3,3,1,4,3,4,10,0,1,0,0,1,2,3,3,3,2
2977,0,0,1,1,8,1986,24,5,5,5,2,2,1,2,7,0,3,-1,0,1,3,2,2,2,5
2978,0,0,1,1,6,1982,28,5,4,5,1,2,1,3,2,0,0,0,0,1,4,4,4,4,5
2979,1,1,1,1,3,1978,32,-1,-1,-1,5,2,1,2,1,0,0,0,0,3,-1,-1,-1,-1,4
2980,1,1,4,2,2,1982,28,1,1,1,3,4,1,6,11,1,2,2,0,1,4,4,4,4,5
2981,0,1,4,2,2,1985,25,1,3,1,1,4,3,5,10,0,2,2,0,1,4,4,4,4,5
2982,1,1,1,1,1,1984,26,5,5,5,2,2,1,3,7,0,1,-1,0,3,2,2,2,2,3
2983,1,1,1,1,4,1983,27,5,4,3,5,2,1,5,11,1,0,0,0,1,4,4,4,4,5
2984,0,0,2,-1,5,1988,22,2,2,2,5,2,2,2,3,0,2,1,1,2,3,2,3,2,3
2985,1,1,1,2,7,1948,62,1,1,1,1,2,1,2,9,1,1,-1,0,2,4,4,4,4,4
2986,1,1,1,2,9,1965,45,1,2,1,1,2,1,3,11,1,2,-1,0,1,4,4,4,4,4
2987,1,1,1,1,1,1982,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2988,1,1,1,1,1,1982,28,5,4,5,2,2,1,4,10,1,0,0,0,3,4,4,4,4,4
2989,1,1,4,2,8,-1,-1,-1,5,5,2,2,1,5,10,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2990,1,1,1,2,-1,1976,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2991,0,0,4,1,3,1980,30,2,1,2,1,2,1,3,9,1,4,-1,-1,1,2,4,4,4,5
2992,1,1,1,2,8,1989,21,3,2,-1,5,1,3,3,10,1,2,1,0,1,1,2,2,3,3
2993,0,1,3,1,1,1988,22,3,2,2,3,2,1,2,8,1,2,1,1,2,3,2,3,4,4
2994,1,1,1,2,5,-1,-1,1,1,1,2,4,3,1,1,1,-1,-1,0,2,1,3,2,3,-1
2995,1,0,3,2,8,-1,-1,6,6,2,3,5,1,2,7,0,2,-1,0,1,1,1,1,1,5
2996,1,1,1,1,1,1984,26,-1,5,5,2,4,1,1,1,0,1,-1,0,3,4,4,4,4,4
2997,1,1,3,2,6,1984,26,5,5,5,2,2,1,7,9,1,-1,-1,0,-1,-1,-1,-1,-1,-1
2998,1,1,4,1,7,1977,33,6,5,5,1,2,1,7,8,0,-1,-1,0,1,4,4,4,4,2
2999,1,1,2,1,1,1985,25,4,4,2,3,1,1,1,1,1,-1,-1,1,2,1,2,3,3,5
3000,1,1,-1,1,3,1963,47,2,2,4,2,2,1,6,11,1,1,-1,0,1,4,4,4,4,4
3001,1,1,1,2,6,1979,31,2,3,3,2,2,1,5,10,1,0,0,0,1,3,3,3,3,4
3002,1,1,4,2,8,1981,29,5,4,5,1,3,1,7,7,0,4,2,-1,1,3,2,2,2,4
3003,1,1,1,1,1,1970,40,5,5,5,2,2,1,5,1,0,1,0,0,1,4,3,4,3,4
3004,1,1,1,1,5,1983,27,5,5,5,2,2,1,4,7,0,0,0,0,1,2,2,2,2,-1
3005,0,0,1,1,8,1977,33,3,3,3,2,1,1,3,10,-1,3,1,0,1,2,2,2,2,4
3006,1,1,1,1,1,1982,28,6,4,5,3,2,1,2,9,0,2,1,0,2,4,4,4,4,3
3007,0,0,2,1,1,1987,23,5,4,4,1,2,1,5,6,1,2,-1,0,2,4,4,4,4,5
3008,1,1,1,2,3,1983,27,3,4,3,2,2,1,3,8,0,0,1,0,2,4,2,2,3,3
3009,1,0,-1,1,1,1990,20,5,3,5,4,2,3,3,1,0,-1,-1,0,2,4,4,4,4,5
3010,0,0,4,1,7,1981,29,5,4,5,2,2,1,7,10,1,0,0,0,1,2,2,2,2,3
3012,0,0,1,2,3,1983,27,3,3,3,1,2,1,3,7,0,1,0,0,2,2,2,2,2,4
3013,1,1,1,1,1,1982,28,5,4,5,2,2,3,3,6,0,3,0,0,2,4,3,2,2,3
3014,1,1,1,1,1,1982,28,4,3,4,2,2,1,7,9,0,0,0,0,1,4,4,1,4,5
3015,0,1,4,1,1,1985,25,5,5,5,1,2,1,5,1,0,-1,-1,0,-1,4,4,4,4,4
