,q1a,q1b,q1c,q2b,q3b,q4a,q4b,q4c,q4d,q5a,q5b,q5c,q6a,q6b,q6c,q7a,q7b,q7c,q7d,q7e,q7f,q8a,q8b,q8c,q8d,q8e,q8f,q9a,q9b,q9c,q9d,q9e,q9f,q10a,q10b,q10c,q10d,q10e,q10f,q11a,q11b,q11c,q11d,q11e,q12a,q12b,q12c,q12d,q13a,q14a,q14b,q14c,q14d,q14e,q14f,q15a,q15b,q15c,q15d,q16a,q16b,q17a,q17b,q17c,q18b,q18c,q18g,age18,q20a,q20b,q20c,q21a,q21b,q21c,q22a,q22b,q22c,q22d1,q22d2,q22f,q23c,q24a,q24b,q24c,q24d,q25
2164,6,1,1,1,1,-1,1,1,6,4,1,4,1,6,4,1,1,1,1,1,3,2,4,4,4,2,4,2,3,4,5,5,2,2,2,1,4,1,3,4,4,4,4,4,1,7,7,7,6,5,5,5,5,5,5,6,3,3,13,4,6,1,1,1,2,2,1951,59,1,2,1,2,4,1,7,11,1,2,-1,0,3,4,4,4,4,4
2165,2,1,2,2,2,1,1,1,4,5,1,1,4,3,4,2,1,2,1,1,2,3,5,6,6,1,2,2,2,2,4,1,3,2,2,2,2,1,2,1,1,3,3,3,3,8,4,5,5,5,5,5,5,8,5,6,2,3,12,2,5,1,1,1,1,1,1940,70,5,4,5,1,2,1,7,11,1,1,0,1,1,4,4,3,4,4
2166,3,2,3,3,2,1,2,1,3,5,2,5,2,2,3,1,1,2,1,1,2,1,3,3,4,1,2,1,2,1,3,1,2,1,1,2,1,1,1,4,4,3,3,4,7,7,2,6,-1,2,4,2,1,1,2,3,2,2,18,4,6,1,1,3,1,7,1970,40,5,4,-1,-1,2,1,7,12,1,2,-1,0,1,4,4,3,3,4
2167,2,1,4,3,2,1,1,1,4,6,5,5,4,5,5,1,1,2,1,1,3,2,4,4,6,2,2,1,3,3,4,1,1,1,2,2,3,1,1,1,1,1,1,1,7,6,4,3,5,2,4,1,2,1,5,5,3,3,15,2,6,0,1,1,1,3,1970,40,4,4,4,1,2,1,5,11,1,2,0,0,1,4,4,4,4,4
2168,6,2,4,1,1,1,1,1,3,6,2,4,4,6,6,1,1,1,1,1,2,2,5,4,6,2,2,1,1,1,3,1,2,5,6,2,6,2,2,3,3,3,3,4,8,8,4,7,6,5,5,5,5,1,5,6,4,5,16,4,5,1,1,4,1,1,1954,56,6,5,5,2,2,1,3,10,1,2,-1,0,1,4,4,3,3,3
2169,6,1,2,1,1,1,1,1,6,5,4,4,3,4,4,1,1,2,2,1,2,2,3,4,6,2,2,2,4,4,6,2,3,2,2,2,5,2,2,1,1,1,1,1,7,3,4,2,-1,5,5,8,5,5,5,6,1,2,18,2,6,1,1,1,2,2,1966,44,1,2,1,1,2,1,6,12,1,1,1,0,1,4,4,4,4,4
2170,6,2,2,2,2,1,4,1,2,6,4,4,5,5,5,1,1,1,1,1,1,3,5,6,6,4,5,4,4,6,5,4,4,3,4,6,6,4,5,1,1,1,1,2,7,3,1,2,5,2,4,8,4,4,4,1,4,4,12,3,5,1,1,1,1,1,1935,75,6,4,5,1,2,1,6,10,1,1,0,1,1,4,4,4,4,3
2171,1,2,1,1,1,1,2,1,6,6,3,5,5,5,3,1,1,1,1,1,3,2,5,4,6,5,2,1,3,5,3,1,1,1,4,2,1,1,2,4,3,1,3,2,2,8,1,1,6,4,5,8,5,2,5,2,4,6,12,4,6,1,0,1,2,2,1983,27,1,2,1,2,4,1,5,2,1,1,0,0,1,2,3,2,2,3
2172,6,6,6,1,1,1,6,1,6,6,6,5,4,6,6,1,1,2,1,1,1,2,4,6,6,3,3,2,4,6,6,3,3,2,6,6,6,3,3,4,4,4,4,4,8,8,2,8,6,4,5,4,4,4,4,4,4,5,19,3,6,0,1,1,2,2,1981,29,1,3,1,2,2,1,3,8,0,1,1,0,3,3,4,3,4,4
2173,4,2,1,2,-1,1,4,1,5,6,5,6,5,6,6,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,7,6,5,5,5,5,5,5,4,2,5,16,3,5,1,1,1,1,1,1960,50,5,4,4,1,2,1,5,7,1,1,0,0,1,4,4,3,3,4
2174,1,1,2,3,1,1,2,1,6,4,1,4,5,6,5,1,1,2,1,1,2,2,5,5,5,5,4,2,3,4,2,2,1,1,2,1,1,1,1,2,3,1,2,2,1,8,3,2,4,2,5,8,5,4,4,1,3,3,14,2,4,1,0,4,2,3,1987,23,1,2,3,2,2,1,5,10,0,3,-1,0,1,4,4,4,4,3
2175,1,1,1,4,3,1,1,1,6,6,5,5,6,6,6,2,2,2,1,1,2,2,5,5,6,4,4,4,6,4,6,4,3,2,6,3,6,3,4,1,3,1,2,2,1,8,4,4,6,5,5,8,5,2,5,5,2,4,18,2,3,1,1,4,2,12,1988,22,1,3,1,1,2,1,5,9,0,2,-1,0,1,2,2,2,2,3
2176,2,1,2,3,3,1,3,1,6,6,6,6,4,5,6,1,2,2,2,2,2,2,4,6,6,4,2,2,5,6,6,4,2,2,4,6,6,4,2,3,3,3,2,2,2,8,4,5,4,3,4,2,4,1,4,3,4,4,24,4,6,1,0,4,1,5,1985,25,4,2,5,2,1,1,5,7,0,3,-1,0,1,3,4,3,3,4
2177,4,1,4,1,1,-1,1,-1,1,6,6,6,3,3,3,1,1,2,1,1,1,1,4,3,6,1,1,1,4,1,6,1,1,1,4,2,6,1,1,4,4,4,4,4,8,8,7,8,6,-1,5,5,5,-1,5,4,1,4,-1,4,6,0,0,4,1,5,1972,38,4,4,-1,-1,4,3,7,-1,1,-1,2,0,1,4,4,4,4,2
2178,6,4,2,-1,2,1,4,1,6,6,4,3,3,6,5,1,1,1,2,8,2,1,6,4,6,4,1,1,6,4,6,4,1,1,6,5,6,5,1,1,2,2,2,2,8,7,1,3,6,2,5,8,5,5,5,4,4,4,4,4,5,1,1,1,1,1,1987,23,5,5,5,2,2,1,5,8,0,1,-1,0,1,4,4,4,4,5
2179,5,3,3,2,2,1,1,1,3,4,3,5,3,5,5,1,1,1,-1,1,2,2,4,5,5,4,2,4,4,5,5,5,2,4,4,4,4,4,2,2,2,2,2,2,7,6,4,3,4,2,2,8,8,1,2,3,4,4,19,4,5,0,0,4,2,5,1986,24,6,6,3,2,2,1,7,2,0,1,-1,0,1,3,2,2,3,3
2180,4,2,4,2,1,1,3,1,-1,6,6,6,3,5,6,1,1,1,1,1,1,2,4,4,4,2,3,2,4,4,4,1,3,2,2,2,2,1,3,3,2,2,-1,2,2,7,4,2,6,5,5,-1,5,5,5,4,4,4,31,4,6,1,1,3,2,2,1953,57,6,2,1,2,2,1,4,8,1,-1,-1,0,2,4,4,2,2,1
2181,2,3,2,2,1,1,2,1,6,6,6,5,2,4,3,1,1,1,1,1,1,5,5,5,5,5,3,2,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,-1,7,3,6,2,3,3,4,2,3,3,2,4,4,18,2,3,0,0,4,1,1,1987,23,5,2,3,1,3,1,3,2,0,3,0,0,1,3,3,3,3,3
2182,3,-1,3,2,2,0,4,1,3,2,4,4,3,1,3,2,2,1,2,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,2,3,3,2,2,1,3,1,4,2,2,3,3,3,3,3,3,3,3,3,2,2,4,22,3,3,1,0,3,1,7,1988,22,4,4,4,2,2,1,2,7,0,2,2,0,2,2,3,-1,1,3
2183,4,4,4,2,3,1,2,1,4,4,3,4,3,4,4,2,2,2,2,2,2,2,3,6,6,2,2,4,4,3,6,2,2,2,4,6,6,2,2,4,4,4,4,4,8,8,4,7,4,2,2,2,2,2,2,3,4,4,24,4,4,0,1,1,1,7,1974,36,5,4,5,3,2,1,2,10,0,1,-1,-1,3,4,4,4,4,4
2184,6,5,4,3,2,1,2,1,6,6,5,6,5,5,5,2,1,2,2,2,1,3,3,6,3,3,3,4,4,5,5,3,3,3,3,3,4,2,2,4,4,2,3,4,8,7,7,2,6,2,2,1,2,1,2,3,3,2,14,3,6,1,1,1,2,2,1960,50,1,3,1,2,2,1,3,9,0,0,0,0,1,4,4,4,4,4
2185,5,5,2,3,3,1,5,1,5,5,4,4,4,5,5,3,2,2,3,1,1,2,3,3,2,2,5,1,3,4,2,3,3,3,3,4,3,5,6,1,2,2,1,3,1,1,7,4,3,3,4,2,2,2,3,5,4,3,18,3,3,1,1,3,1,1,1984,26,5,4,5,4,2,1,5,-1,0,2,0,0,1,4,4,4,4,4
2186,5,2,5,4,3,0,1,1,4,6,5,6,5,6,5,1,2,1,1,1,2,2,2,6,5,1,2,3,3,6,5,1,2,2,3,5,5,1,2,1,1,1,1,1,2,5,2,1,6,4,5,8,4,2,5,2,2,5,6,4,6,1,1,4,1,1,1966,44,5,5,5,1,4,3,3,11,1,0,0,0,1,4,3,2,2,2
2187,4,2,2,3,4,1,5,0,1,6,4,5,4,3,5,2,1,3,2,3,2,3,5,1,6,2,3,2,2,2,2,1,1,1,3,4,5,1,1,4,4,4,4,4,2,2,5,4,3,5,5,5,5,4,3,5,4,4,14,2,3,0,1,1,2,1,1988,22,4,3,4,1,2,1,2,7,0,1,0,0,1,2,3,1,4,5
2188,5,1,6,2,1,1,2,1,6,6,4,5,1,5,6,1,1,2,1,1,3,2,3,5,3,1,1,2,3,5,5,1,1,3,4,5,5,1,2,1,1,1,1,1,8,7,4,1,6,5,5,8,5,3,5,4,4,4,4,2,6,1,1,1,2,12,1987,23,1,1,1,1,2,1,6,9,0,4,0,0,2,3,3,4,4,4
2189,6,1,4,1,1,1,1,1,1,4,3,4,4,6,6,1,1,1,1,1,3,2,6,6,6,1,2,2,6,6,6,1,2,2,6,6,6,1,2,3,3,2,2,3,1,7,4,3,4,4,5,5,5,5,5,6,4,3,14,4,6,1,1,1,1,1,1983,27,5,5,5,1,2,1,5,10,0,3,-1,-1,3,4,4,4,4,3
2190,6,1,1,2,2,1,2,1,6,5,3,5,1,3,6,-1,-1,-1,-1,-1,-1,1,2,4,6,4,2,1,2,3,4,6,2,1,3,4,6,4,2,4,4,4,4,4,8,8,3,7,5,2,4,2,4,4,4,3,2,5,15,4,6,1,0,4,2,2,1985,25,1,1,1,2,2,1,3,8,0,2,1,0,1,4,4,4,4,3
2191,6,4,6,3,-1,-1,1,1,6,4,3,3,2,5,4,-1,-1,-1,-1,-1,-1,1,4,4,6,1,1,1,4,4,6,1,1,1,4,4,6,1,1,4,4,-1,-1,3,8,8,4,4,6,4,5,-1,2,1,5,6,3,4,14,4,6,1,1,1,2,7,1970,40,1,2,1,-1,2,1,3,8,0,1,1,0,1,4,4,4,4,2
2192,6,6,5,2,-1,1,3,1,6,6,6,4,6,6,3,2,2,2,2,2,1,2,3,6,5,5,5,2,3,5,5,5,5,2,2,5,5,5,5,4,4,3,4,3,7,8,7,8,6,4,2,1,3,4,8,1,5,5,35,4,2,1,1,1,2,2,1969,41,1,2,2,2,2,1,3,3,1,0,2,0,1,3,4,3,3,5
2193,6,4,3,2,2,1,1,1,4,6,1,4,6,5,5,2,2,1,1,1,2,2,4,5,6,1,5,2,3,1,6,2,6,2,3,1,3,1,2,4,4,4,4,4,1,8,1,7,6,5,5,5,5,5,5,6,1,1,17,4,5,0,0,4,2,2,1954,56,1,1,1,2,2,1,5,9,1,1,0,0,1,2,2,2,3,4
2194,5,4,6,-1,3,1,4,1,1,5,4,2,2,5,3,2,2,2,2,2,1,3,4,6,6,4,2,2,3,6,6,4,2,1,1,1,1,2,2,3,3,3,3,3,2,2,4,7,4,8,8,8,8,8,8,8,2,1,0,2,6,1,1,4,2,8,1986,24,5,4,4,2,2,1,5,7,1,0,0,-1,1,3,3,4,3,4
2195,3,3,2,3,1,1,6,1,6,6,6,6,3,5,6,1,1,2,2,2,1,1,3,6,6,1,4,1,4,6,6,1,4,1,3,6,6,1,3,4,4,2,3,3,2,2,4,4,-1,5,5,2,4,4,8,6,3,1,18,2,6,1,1,1,2,2,1962,48,1,2,1,2,2,1,7,10,1,1,-1,1,1,4,4,4,4,4
2196,4,3,2,2,2,1,4,1,6,6,3,5,4,6,5,1,1,1,1,1,1,1,5,5,6,1,1,1,5,2,5,1,4,1,5,1,5,1,1,4,4,2,3,4,8,8,1,4,4,4,5,2,2,4,4,4,2,5,17,4,-1,1,1,1,2,2,1983,27,1,4,1,2,2,1,6,9,1,2,0,0,1,4,4,4,4,3
2197,3,1,2,4,1,1,1,1,6,4,3,4,6,5,5,1,1,1,1,1,1,1,2,6,6,6,2,1,2,6,6,6,2,1,2,6,6,6,2,3,3,4,4,3,2,8,6,8,4,5,5,5,5,5,5,6,4,4,9,4,4,1,1,1,1,8,1963,47,5,4,5,1,2,1,3,10,0,2,-1,1,1,4,4,2,4,3
2198,4,1,3,3,4,0,1,1,3,4,4,4,4,4,4,2,2,2,2,2,2,2,2,6,6,1,2,2,2,6,6,1,2,2,2,6,6,1,2,2,3,2,1,2,1,7,4,3,1,2,2,1,1,2,2,3,2,2,20,3,3,1,1,1,1,3,1971,39,4,3,3,3,2,1,2,10,1,0,0,0,1,3,3,3,3,4
2199,1,1,3,3,1,1,1,1,6,6,5,6,3,6,4,1,1,1,1,1,2,2,5,6,6,2,5,2,3,5,4,2,3,1,2,3,3,1,2,1,1,1,1,1,7,7,4,1,6,5,5,8,5,4,5,6,4,4,13,2,5,1,0,1,2,2,1974,36,1,1,1,2,2,1,3,11,1,1,-1,0,2,4,4,4,4,4
2200,2,2,2,3,2,1,1,1,1,1,1,2,1,4,2,2,2,2,2,2,2,2,3,3,6,4,3,2,3,3,4,4,4,2,2,2,3,2,2,3,3,3,3,3,8,8,3,5,3,1,1,1,1,1,1,1,1,1,0,4,2,1,1,1,2,8,1991,19,5,5,5,6,2,1,3,1,0,-1,-1,0,1,1,4,4,4,4
2201,2,1,5,3,3,1,3,1,3,6,6,6,3,6,6,2,2,2,2,2,2,2,2,1,2,1,2,2,3,3,3,3,3,1,1,1,1,1,1,4,4,4,3,3,2,8,4,8,4,8,8,8,8,8,8,-1,-1,1,99,2,3,1,1,4,2,8,1982,28,5,5,5,2,2,1,2,10,0,1,-1,1,1,3,3,3,3,5
2202,4,4,5,3,3,1,6,0,1,4,1,4,6,3,6,1,2,2,2,2,2,4,4,5,6,3,2,4,4,5,6,3,2,4,4,5,6,3,2,4,4,4,4,3,8,8,7,8,1,2,4,1,1,1,3,2,5,4,5,3,1,1,0,4,1,1,1986,24,4,3,2,2,2,1,4,10,1,2,-1,0,2,4,4,4,4,5
2203,3,6,6,1,2,1,1,1,3,3,1,3,2,6,6,2,2,2,3,1,3,4,4,4,4,3,3,3,3,3,6,1,2,2,2,3,2,2,3,1,1,1,3,1,8,8,4,1,3,8,8,8,8,8,8,8,1,6,10,4,1,1,1,1,2,8,1990,20,6,5,5,3,2,3,3,-1,0,4,2,0,1,3,3,3,3,3
2204,6,3,4,2,2,1,2,1,1,6,2,4,2,4,5,2,2,2,2,2,2,4,2,4,5,2,2,4,2,5,5,2,3,1,2,5,5,2,2,4,4,3,4,3,2,7,6,7,3,2,2,4,2,4,2,4,1,1,30,5,6,1,1,1,2,7,1969,41,1,4,1,2,2,1,7,11,1,1,-1,0,1,2,2,2,2,4
2206,1,1,1,2,2,1,1,1,6,3,2,4,5,6,6,1,8,1,8,1,2,4,4,6,6,1,2,2,2,2,5,2,2,4,4,1,5,1,1,1,1,1,1,1,3,6,4,1,6,4,5,8,8,5,-1,3,6,6,13,4,6,1,1,4,2,5,1991,19,1,3,2,3,3,5,2,1,0,3,1,0,2,4,3,4,4,4
2207,6,1,6,-1,2,1,1,1,6,6,3,4,6,6,6,2,2,2,2,2,2,3,6,5,4,5,-1,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,8,8,6,7,6,5,5,5,2,2,2,6,4,5,16,4,5,1,1,1,1,1,1974,36,5,3,5,2,2,1,7,11,1,2,-1,1,1,3,3,3,3,5
2208,6,3,2,2,2,1,2,1,4,4,4,3,3,3,3,1,1,2,2,8,2,2,2,5,5,2,2,1,2,2,3,3,1,1,2,2,4,2,1,2,2,2,2,3,6,6,1,1,3,4,2,1,2,1,2,2,3,3,12,2,3,1,1,3,1,1,1972,38,5,5,5,1,2,1,5,11,1,0,0,0,1,3,3,3,3,4
2209,3,1,1,3,3,1,4,1,6,6,2,6,6,6,6,1,8,2,1,8,2,3,4,6,6,3,3,2,3,2,4,1,2,1,4,4,3,2,3,2,4,4,4,4,2,8,4,6,6,2,4,4,2,2,8,3,2,3,30,4,6,1,1,1,1,1,1956,54,5,4,5,1,2,1,7,12,1,1,-1,1,-1,4,4,4,4,5
2210,6,3,2,2,1,1,6,1,3,6,2,4,6,3,6,1,1,3,1,3,1,4,6,3,3,1,6,2,4,2,2,1,2,2,4,2,2,1,2,1,3,1,2,2,8,7,3,1,1,5,5,8,5,5,5,4,2,4,10,2,2,1,1,1,1,1,1986,24,5,5,5,3,2,1,2,12,1,1,-1,0,2,3,2,4,4,4
2211,2,-1,-1,2,-1,1,4,1,5,6,6,6,1,1,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,2,5,4,6,1,2,3,4,4,3,4,8,8,1,6,6,5,5,5,5,5,5,6,3,3,-1,4,6,1,1,4,2,8,1994,16,5,5,4,1,2,4,1,10,0,1,2,0,1,4,2,2,2,4
2212,3,4,3,3,3,1,1,1,5,6,3,6,4,6,6,1,1,2,2,2,1,3,4,6,6,1,2,1,3,4,6,1,2,1,2,5,6,1,2,3,3,1,2,4,2,8,4,1,3,2,5,1,2,4,4,5,4,5,13,2,3,0,1,1,1,1,1985,25,5,5,5,3,3,1,3,8,0,1,0,0,3,4,4,4,4,4
2213,6,3,6,4,-1,-1,3,1,6,6,2,6,4,6,5,2,8,2,8,8,2,2,6,6,6,1,2,2,6,6,6,1,2,1,6,4,5,1,2,3,2,2,3,2,8,8,4,2,3,5,5,8,2,1,4,5,2,2,21,4,6,1,1,1,2,2,1980,30,1,2,1,2,2,1,5,10,1,0,0,0,1,4,4,4,4,3
2214,2,1,6,3,-1,1,3,1,3,1,1,1,3,3,3,1,1,1,2,1,2,3,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,4,4,4,4,4,7,6,1,5,6,2,2,2,2,2,2,1,3,5,15,2,3,1,1,1,1,1,-1,-1,2,4,3,2,1,5,3,3,0,1,-1,1,-1,-1,-1,-1,-1,-1
2215,5,7,7,1,1,1,1,1,4,3,1,3,3,3,3,2,1,1,1,1,1,1,2,5,6,6,2,1,3,2,6,6,2,1,1,4,4,4,4,2,3,2,2,2,1,7,4,3,1,5,5,5,5,5,5,6,1,1,5,3,1,1,1,1,1,1,1962,48,5,4,5,2,2,1,3,11,1,1,-1,0,1,4,3,3,3,1
2216,6,5,-1,2,-1,1,1,-1,1,6,6,6,3,3,4,2,2,2,2,2,2,2,2,3,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,2,3,3,2,2,4,4,4,5,5,8,2,1,1,4,1,-1,-1,5,6,1,1,1,1,1,1970,40,5,5,5,2,4,1,2,8,1,2,-1,-1,1,1,2,2,2,2
2217,1,3,4,3,2,1,1,1,6,6,5,2,4,5,4,2,2,2,1,1,1,1,3,3,6,5,2,1,3,2,6,5,2,1,3,5,6,2,3,4,4,4,4,4,2,2,2,8,4,2,2,4,4,1,2,3,4,5,13,4,6,-1,1,1,1,12,1987,23,4,-1,4,2,2,1,3,1,-1,-1,-1,-1,1,3,4,4,3,4
2218,5,2,2,2,2,1,5,1,5,6,4,4,5,5,5,1,2,1,1,1,2,2,2,5,2,5,5,2,2,5,2,5,5,3,4,5,2,5,5,4,4,4,4,4,2,2,4,7,5,5,5,4,8,4,8,6,2,2,25,4,5,1,1,1,2,6,1938,72,1,4,1,2,2,1,5,10,1,1,0,0,1,3,3,3,3,2
2219,3,2,2,3,2,1,5,1,5,5,4,4,5,5,5,1,1,1,1,1,2,2,4,5,1,5,5,2,4,5,1,5,5,2,3,5,1,5,5,4,4,4,4,4,2,2,4,5,4,4,4,5,8,4,8,5,3,3,20,3,4,1,1,1,2,6,1936,74,1,2,1,2,2,1,3,10,1,1,0,0,1,3,3,2,3,2
2220,1,1,6,3,3,1,5,1,6,3,1,2,2,1,3,2,2,3,2,1,1,1,2,4,6,1,3,1,3,6,6,1,2,1,3,6,6,1,2,2,2,2,2,1,7,7,1,1,1,5,5,5,5,5,5,6,1,1,17,4,1,0,0,1,1,1,1992,18,5,4,5,1,4,3,2,1,0,2,0,0,1,4,4,4,4,3
2221,3,6,6,1,1,1,3,1,6,6,2,6,3,6,6,1,1,1,1,1,1,2,2,3,6,6,6,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,4,4,4,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1957,53,1,1,1,1,2,1,3,11,1,1,-1,0,1,4,2,2,2,3
2222,4,2,2,3,3,1,4,1,6,3,3,6,3,3,2,1,1,2,2,2,2,3,3,2,2,3,3,2,3,3,3,3,3,3,3,-1,3,4,5,1,-1,-1,2,3,8,8,4,1,6,1,1,-1,1,1,1,4,3,4,16,3,3,1,1,1,2,3,1991,19,4,4,2,4,2,1,2,4,0,2,4,0,1,2,2,4,4,4
2223,6,6,5,3,3,1,1,1,6,6,3,6,3,6,6,2,2,2,1,2,1,2,2,6,6,5,4,2,2,6,6,5,4,2,2,6,6,5,5,3,4,4,3,4,2,2,3,8,5,3,5,4,8,5,5,3,2,4,16,4,5,1,1,3,2,2,1967,43,6,2,1,4,2,1,3,10,1,3,-1,0,1,3,4,3,4,3
2224,4,2,2,2,2,1,6,1,6,3,1,3,6,6,6,2,2,2,2,2,2,2,6,5,6,6,2,3,6,5,6,6,2,4,6,6,6,6,2,1,1,1,1,1,7,7,4,1,6,5,5,8,5,5,5,6,1,4,-1,2,6,1,1,1,2,2,1989,21,1,1,1,-1,-1,1,4,7,0,2,0,0,1,3,3,3,3,5
2225,2,2,6,2,2,1,4,1,6,6,4,5,4,4,5,1,1,2,1,1,2,2,4,3,5,2,2,1,3,4,6,3,4,1,2,2,4,3,2,3,4,3,3,3,2,2,3,5,4,4,5,2,2,2,3,5,2,4,15,3,5,1,1,1,2,2,1989,21,1,1,1,2,2,1,2,12,0,2,-1,0,3,3,3,3,3,4
2226,5,3,5,2,2,1,1,1,6,6,6,6,3,6,5,2,1,1,1,1,1,1,5,6,6,6,1,1,5,6,6,5,1,1,5,5,5,5,1,3,3,3,3,3,8,8,2,7,5,1,4,4,1,1,4,1,1,5,20,3,4,1,1,1,1,7,1975,35,5,5,5,4,2,1,3,9,0,1,0,0,3,3,3,2,2,3
2227,3,2,3,3,4,1,5,0,4,3,4,6,4,5,3,2,2,2,2,3,2,3,3,5,4,5,6,4,3,5,2,4,5,4,5,6,4,3,4,3,2,1,3,2,4,5,6,2,4,2,1,3,2,1,-1,4,5,3,99,4,4,0,1,3,3,1,1966,44,-1,5,4,4,4,1,6,10,0,-1,0,1,2,2,1,3,4,4
2228,2,4,2,2,3,1,4,1,6,5,3,6,3,4,5,1,2,1,2,1,2,1,2,1,6,1,2,2,1,2,6,2,2,2,-1,1,6,1,1,3,4,3,-1,-1,8,8,3,5,4,3,5,2,5,2,5,3,1,1,89,3,3,1,1,1,2,5,1990,20,1,2,1,1,2,1,2,1,0,2,3,0,1,3,3,2,2,3
2229,6,6,6,4,3,1,1,1,4,6,3,6,2,3,6,1,1,1,1,1,1,1,2,5,5,1,2,1,2,4,6,1,1,2,2,1,5,1,1,1,1,1,1,1,7,2,4,5,1,2,5,1,2,1,2,6,3,1,9,4,4,1,1,1,1,1,1966,44,5,5,5,2,2,1,7,10,1,1,-1,0,1,4,4,3,3,3
2230,4,6,5,2,2,1,4,0,5,5,6,4,6,6,2,2,2,2,2,2,1,2,5,6,6,6,4,2,2,5,6,2,4,2,2,4,6,1,2,4,4,4,4,4,2,8,6,7,4,2,3,1,2,2,3,4,1,1,15,4,1,1,1,4,2,2,1961,49,1,2,1,2,2,1,5,10,1,0,0,1,1,4,4,4,4,4
2231,5,6,6,3,2,1,6,1,6,3,3,6,6,6,6,2,2,2,2,2,2,2,4,6,6,2,4,2,6,6,6,2,2,2,4,6,6,2,2,4,4,3,4,4,8,8,7,4,6,5,5,5,4,4,5,5,1,2,13,4,6,0,0,1,2,2,1984,26,1,2,1,1,2,1,3,8,0,1,0,0,1,4,4,4,4,4
2232,5,6,6,1,-1,1,3,1,6,4,4,4,4,6,6,1,1,1,1,2,1,6,5,6,6,1,6,6,6,6,6,1,6,6,6,6,6,1,6,4,4,4,4,4,-1,-1,4,4,6,5,5,3,8,5,5,4,4,1,22,4,6,0,1,1,2,2,1963,47,1,2,1,1,2,1,5,9,0,2,0,0,1,4,4,3,3,5
2233,4,6,6,1,1,1,1,1,6,6,-1,6,3,6,6,1,1,2,2,8,2,1,3,6,6,2,6,1,1,3,6,6,6,1,3,3,6,5,6,4,4,4,4,3,-1,7,-1,7,-1,5,5,4,5,2,5,5,2,5,18,4,6,1,1,1,1,-1,1962,48,5,4,5,3,2,1,5,10,1,1,0,0,1,4,4,4,4,4
2234,1,1,4,3,2,1,2,1,6,6,3,6,3,3,3,1,1,1,1,1,1,2,2,2,2,3,-1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,3,1,7,7,1,3,4,4,8,2,2,2,6,3,5,21,2,4,1,1,1,2,3,1981,29,2,3,2,2,3,1,7,10,1,3,-1,0,1,4,4,4,4,3
2235,3,6,6,3,3,1,1,1,1,5,5,5,5,5,5,2,2,2,2,2,2,2,3,3,3,2,2,3,3,3,3,3,3,2,2,2,2,2,2,4,4,4,4,4,2,2,4,8,6,8,8,8,8,8,8,8,1,1,-1,3,6,1,1,1,2,8,1975,35,5,5,5,1,2,1,7,12,1,2,1,-1,1,4,4,4,4,4
2236,2,1,1,2,1,-1,2,1,4,6,4,3,2,3,5,2,2,1,1,1,1,3,2,2,2,4,4,2,2,1,1,1,3,2,2,2,1,2,2,4,3,3,3,2,8,-1,4,6,5,5,3,4,4,3,2,4,5,5,26,2,4,1,1,1,1,1,1950,60,5,4,4,2,2,1,6,8,0,3,-1,0,1,4,4,4,4,3
2237,2,3,3,3,2,1,4,1,6,6,4,6,5,6,6,2,1,2,1,1,1,1,4,4,6,3,5,1,4,4,3,5,-1,1,4,4,4,2,5,3,4,3,4,3,7,8,6,7,6,4,5,5,3,2,4,5,1,4,22,4,5,1,1,1,2,2,1981,29,1,2,1,2,2,1,7,9,1,0,0,0,1,4,4,3,3,3
2238,4,3,1,3,2,1,4,1,6,6,5,6,4,4,5,1,1,2,1,1,1,2,2,3,3,2,4,1,2,2,3,1,3,1,1,1,1,1,2,3,4,4,4,4,8,8,7,8,3,5,5,5,4,2,5,5,2,4,13,4,4,1,0,1,2,2,1969,41,1,2,1,2,2,1,3,8,1,0,0,0,1,3,3,4,3,3
2239,6,3,2,2,1,1,1,1,6,6,4,6,1,3,3,2,2,2,2,2,2,3,6,6,6,4,3,2,5,6,6,5,3,2,3,6,6,3,2,4,4,4,4,4,8,-1,-1,8,1,5,5,5,5,5,5,6,1,1,12,3,6,1,1,1,1,1,1964,46,5,5,5,2,2,1,4,7,1,-1,-1,0,1,4,4,4,4,-1
2240,6,6,5,1,2,1,3,1,3,6,5,5,6,6,6,1,8,8,8,8,3,3,6,6,6,2,5,6,6,6,6,2,5,6,6,6,6,2,5,4,4,4,4,4,3,3,2,8,5,4,4,5,2,1,5,5,5,4,19,4,2,0,0,4,1,1,1964,46,5,5,5,3,2,1,3,10,0,1,-1,0,1,4,4,4,4,5
